Owner,Repo,Description,URL,Language,Stars,Open Issues Count,Created At,Updated At,Size,Has Downloads,YML Count,YML Files
pi-hole,pi-hole/pi-hole,A black hole for Internet advertisements,https://github.com/pi-hole/pi-hole,Shell,46112,59,2014-06-08T15:02:55Z,2024-02-18T18:22:41Z,7792,True,6,"codeql-analysis.yml, merge-conflict.yml, stale.yml, stale_pr.yml, sync-back-to-dev.yml, test.yml"
chinese-poetry,chinese-poetry/chinese-poetry,"The most comprehensive database of Chinese poetry 🧶最全中华古诗词数据库,  唐宋两朝近一万四千古诗人,  接近5.5万首唐诗加26万宋诗.  两宋时期1564位词人，21050首词。",https://github.com/chinese-poetry/chinese-poetry,JavaScript,46042,106,2016-09-02T03:32:25Z,2024-02-18T17:04:33Z,204292,True,1,test.yml
serverless,serverless/serverless,"⚡ Serverless Framework – Build web, mobile and IoT applications with serverless architectures using AWS Lambda, Azure Functions, Google CloudFunctions & more! – ",https://github.com/serverless/serverless,JavaScript,45860,1162,2015-04-21T03:48:40Z,2024-02-18T12:53:38Z,97685,True,4,"integrate.yml, publish-docs.yml, publish.yml, validate.yml"
cypress-io,cypress-io/cypress,"Fast, easy and reliable testing for anything that runs in a browser.",https://github.com/cypress-io/cypress,JavaScript,45817,1419,2015-03-04T00:46:28Z,2024-02-18T16:56:27Z,689492,True,11,"semantic-pull-request.yml, snyk_sca_scan.yaml, snyk_static_analysis_scan.yaml, stale_issues_and_pr_cleanup.yml, triage_add_to_project.yml, triage_add_to_routed_project.yml, triage_handle_new_comments.yml, triage_update_status.yml, update-browser-versions.yml, update_v8_snapshot_cache.yml, upload_release_asset.yml"
etcd-io,etcd-io/etcd,Distributed reliable key-value store for the most critical data of a distributed system,https://github.com/etcd-io/etcd,Go,45748,281,2013-07-06T21:57:21Z,2024-02-18T17:58:25Z,80201,True,19,"build.yaml, codeql-analysis.yml, contrib.yaml, coverage.yaml, e2e-arm64.yaml, e2e.yaml, fuzzing.yaml, gh-workflow-approve.yaml, govuln.yaml, grpcproxy.yaml, measure-test-flakiness.yaml, release.yaml, robustness-nightly.yaml, robustness-template.yaml, robustness.yaml, scorecards.yml, static-analysis.yaml, tests-template.yaml, tests.yaml"
jgraph,jgraph/drawio-desktop,Official electron build of draw.io,https://github.com/jgraph/drawio-desktop,JavaScript,45429,161,2017-05-25T20:58:42Z,2024-02-18T17:26:07Z,2486,True,4,"electron-builder-win.yml, electron-builder.yml, hash-gen.yml, stale.yml"
iamadamdev,iamadamdev/bypass-paywalls-chrome,Bypass Paywalls web browser extension for Chrome and Firefox.,https://github.com/iamadamdev/bypass-paywalls-chrome,JavaScript,45408,0,2018-04-07T20:33:19Z,2024-02-18T18:31:59Z,1320,True,1,ci.yml
mozilla,mozilla/pdf.js,PDF Reader in JavaScript,https://github.com/mozilla/pdf.js,JavaScript,45405,364,2011-04-26T06:32:03Z,2024-02-18T17:28:57Z,134999,True,7,"ci.yml, codeql.yml, fluent_linter.yml, font_tests.yml, lint.yml, publish_website.yml, types_tests.yml"
mastodon,mastodon/mastodon,"Your self-hosted, globally interconnected microblogging community",https://github.com/mastodon/mastodon,Ruby,45378,4036,2016-02-22T15:01:25Z,2024-02-18T18:28:18Z,228250,True,23,"build-container-image.yml, build-nightly.yml, build-push-pr.yml, build-releases.yml, build-security.yml, bundler-audit.yml, check-i18n.yml, codeql.yml, crowdin-download.yml, crowdin-upload.yml, lint-css.yml, lint-haml.yml, lint-js.yml, lint-json.yml, lint-md.yml, lint-ruby.yml, lint-yml.yml, rebase-needed.yml, test-image-build.yml, test-js.yml, test-migrations-one-step.yml, test-migrations-two-step.yml, test-ruby.yml"
iamkun,iamkun/dayjs,⏰ Day.js 2kB immutable date-time library alternative to Moment.js with the same modern API,https://github.com/iamkun/dayjs,JavaScript,45293,897,2018-04-10T09:26:44Z,2024-02-18T16:50:38Z,5530,True,2,"check.yml, release.yml"
sharkdp,sharkdp/bat,A cat(1) clone with wings.,https://github.com/sharkdp/bat,Rust,45248,245,2018-04-21T10:52:23Z,2024-02-18T18:28:13Z,30855,True,3,"Auto-merge-dependabot-PRs.yml, CICD.yml, require-changelog-for-PRs.yml"
vsouza,vsouza/awesome-ios,"A curated list of awesome iOS ecosystem, including Objective-C and Swift Projects ",https://github.com/vsouza/awesome-ios,Swift,45190,8,2014-07-10T16:03:45Z,2024-02-18T17:25:46Z,13528,True,1,main.yml
TryGhost,TryGhost/Ghost,"Independent technology for modern publishing, memberships, subscriptions and newsletters.",https://github.com/TryGhost/Ghost,JavaScript,45153,129,2013-05-04T11:09:13Z,2024-02-18T14:21:07Z,260000,True,6,"ci.yml, create-release-branch.yml, label-actions.yml, labeler.yml, migration-review.yml, stale.yml"
square,square/okhttp,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM.",https://github.com/square/okhttp,Kotlin,45037,122,2012-07-23T13:42:55Z,2024-02-18T16:35:11Z,52744,True,3,"build.yml, containers.yml, docs.yml"
ethereum,ethereum/go-ethereum,Official Go implementation of the Ethereum protocol,https://github.com/ethereum/go-ethereum,Go,44850,339,2013-12-26T13:05:46Z,2024-02-18T16:22:19Z,213448,True,1,go.yml
FiloSottile,FiloSottile/mkcert,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,https://github.com/FiloSottile/mkcert,Go,44703,134,2018-06-25T05:33:03Z,2024-02-18T15:56:16Z,1844,True,2,"release.yml, test.yml"
v2ray,v2ray/v2ray-core,A platform for building proxies to bypass network restrictions.,https://github.com/v2ray/v2ray-core,Go,44411,24,2015-09-04T11:42:53Z,2024-02-18T15:46:50Z,55246,True,7,"codeql-analysis.yml, coverage.yml, linter.yml, sign.yml, stale.yml, test.yml, updateGeofile.yml"
JuliaLang,JuliaLang/julia,The Julia Programming Language,https://github.com/JuliaLang/julia,Julia,44051,4713,2011-04-21T07:01:50Z,2024-02-18T18:11:04Z,290671,True,2,"LabelCheck.yml, Typos.yml"
meteor,meteor/meteor,"Meteor, the JavaScript App Platform",https://github.com/meteor/meteor,JavaScript,43989,311,2012-01-19T01:58:17Z,2024-02-18T18:22:11Z,123241,True,8,"check-code-style.yml, check-syntax.yml, docs.yml, guide.yml, labeler.yml, npm-eslint-plugin-meteor.yml, npm-meteor-babel.yml, npm-meteor-promise.yml"
gogs,gogs/gogs,Gogs is a painless self-hosted Git service,https://github.com/gogs/gogs,Go,43797,908,2014-02-12T01:57:08Z,2024-02-18T13:48:35Z,205583,True,6,"codeql.yml, docker.yml, go.yml, lock.yml, scip.yml, shell.yml"
android,android/architecture-samples,A collection of samples to discuss and showcase different architectural tools and patterns for Android apps.,https://github.com/android/architecture-samples,Kotlin,43618,204,2016-02-05T13:42:07Z,2024-02-18T08:47:55Z,13309,True,2,"blueprints.yaml, copy-branch.yml"
marktext,marktext/marktext,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",https://github.com/marktext/marktext,JavaScript,43557,1115,2017-11-12T16:05:25Z,2024-02-18T17:22:42Z,72496,True,2,"build.yml, release.yml"
typescript-cheatsheets,typescript-cheatsheets/react,Cheatsheets for experienced React developers getting started with TypeScript,https://github.com/typescript-cheatsheets/react,JavaScript,43552,2,2018-06-02T04:08:16Z,2024-02-18T09:58:07Z,3134,True,1,main.yml
ColorlibHQ,ColorlibHQ/AdminLTE,AdminLTE - Free admin dashboard template based on Bootstrap 5,https://github.com/ColorlibHQ/AdminLTE,Astro,43404,122,2013-12-25T02:52:40Z,2024-02-18T18:00:45Z,132773,True,6,"bundlewatch.yml, codeql.yml, docs.yml, lint.yml, node-sass.yml, release.yml"
BurntSushi,BurntSushi/ripgrep,ripgrep recursively searches directories for a regex pattern while respecting your gitignore,https://github.com/BurntSushi/ripgrep,Rust,43395,85,2016-03-11T02:02:33Z,2024-02-18T17:35:58Z,4542,True,2,"ci.yml, release.yml"
jestjs,jestjs/jest,Delightful JavaScript Testing.,https://github.com/jestjs/jest,TypeScript,43328,402,2013-12-10T00:18:04Z,2024-02-18T18:27:29Z,298682,True,8,"close-stale.yml, issues.yml, lock.yml, nightly.yml, nodejs.yml, prepare-cache.yml, test-nightly.yml, test.yml"
vuejs,vuejs/core,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web.",https://github.com/vuejs/core,TypeScript,43310,1073,2018-06-12T13:49:36Z,2024-02-18T14:08:24Z,26595,True,9,"autofix.yml, canary-minor.yml, canary.yml, ci.yml, ecosystem-ci-trigger.yml, lock-closed-issues.yml, release-tag.yml, size-data.yml, size-report.yml"
minio,minio/minio,The Object Store for AI Data Infrastructure,https://github.com/minio/minio,Go,43072,45,2015-01-14T19:23:58Z,2024-02-18T12:17:13Z,117034,True,17,"codespell.yml, depsreview.yaml, go-cross.yml, go-fips.yml, go-healing.yml, go-lint.yml, go.yml, helm-lint.yml, iam-integrations.yaml, issues.yaml, lock.yml, mint.yml, replication.yaml, root-disable.yml, shfmt.yml, upgrade-ci-cd.yaml, vulncheck.yml"
parcel-bundler,parcel-bundler/parcel,The zero configuration build tool for the web. 📦🚀,https://github.com/parcel-bundler/parcel,JavaScript,42992,743,2017-08-07T16:36:47Z,2024-02-18T11:59:33Z,43641,True,4,"ci.yml, nightly-release.yml, stale.yml, tag-release.yml"
jesseduffield,jesseduffield/lazygit,simple terminal UI for git commands,https://github.com/jesseduffield/lazygit,Go,42950,594,2018-05-19T00:53:06Z,2024-02-18T17:59:20Z,135534,True,3,"cd.yml, ci.yml, sponsors.yml"
PowerShell,PowerShell/PowerShell,PowerShell for every system!,https://github.com/PowerShell/PowerShell,C#,42819,929,2016-01-13T23:41:35Z,2024-02-18T18:21:38Z,90580,True,7,"AssignPrs.yml, codeql-analysis.yml, createReminders.yml, markdownLink.yml, markdownLinkDaily.yml, processReminders.yml, rebase.yml"
babel,babel/babel,🐠 Babel is a compiler for writing next generation JavaScript.,https://github.com/babel/babel,TypeScript,42783,772,2014-09-28T13:38:23Z,2024-02-18T13:37:23Z,106707,True,10,"ci.yml, e2e-tests-breaking-esm.yml, e2e-tests.yml, issue-triage.yml, lock.yml, release.yml, reminders.yml, update-compat-data.yml, update-parser-tests.yml, update-windows-fixtures.yml"
rclone,rclone/rclone,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Yandex Files",https://github.com/rclone/rclone,Go,42757,990,2014-03-16T16:19:57Z,2024-02-18T17:39:49Z,187262,True,4,"build.yml, build_publish_beta_docker_image.yml, build_publish_release_docker_image.yml, winget.yml"
wagoodman,wagoodman/dive,A tool for exploring each layer in a docker image,https://github.com/wagoodman/dive,Go,42593,161,2018-05-13T15:44:01Z,2024-02-18T18:19:10Z,6671,True,2,"release.yaml, validations.yaml"
topjohnwu,topjohnwu/Magisk,The Magic Mask for Android,https://github.com/topjohnwu/Magisk,C++,42514,32,2016-09-08T12:42:53Z,2024-02-18T18:24:48Z,59093,True,1,build.yml
square,square/retrofit,A type-safe HTTP client for Android and the JVM,https://github.com/square/retrofit,Java,42421,156,2010-09-06T21:39:43Z,2024-02-18T16:03:15Z,6202,True,2,"build.yml, gradle-wrapper.yaml"
vercel,vercel/hyper,A terminal built on web technologies,https://github.com/vercel/hyper,TypeScript,42327,908,2016-07-01T06:01:21Z,2024-02-18T18:32:29Z,23523,True,3,"codeql-analysis.yml, e2e_comment.yml, nodejs.yml"
agalwood,agalwood/Motrix,A full-featured download manager.,https://github.com/agalwood/Motrix,JavaScript,42148,695,2018-12-18T11:45:05Z,2024-02-18T17:43:37Z,69808,True,2,"codeql-analysis.yml, release.yml"
gorhill,gorhill/uBlock,uBlock Origin - An efficient blocker for Chromium and Firefox. Fast and lean.,https://github.com/gorhill/uBlock,JavaScript,42055,15,2015-04-01T17:51:11Z,2024-02-18T17:34:48Z,141284,True,1,main.yml
pixijs,pixijs/pixijs,"The HTML5 Creation Engine: Create beautiful digital content with the fastest, most flexible 2D WebGL renderer.",https://github.com/pixijs/pixijs,TypeScript,41946,252,2013-01-21T22:40:50Z,2024-02-18T18:30:51Z,103191,True,2,"nodejs.yml, trigger-website-build.yml"
meilisearch,meilisearch/meilisearch,"A lightning-fast search API that fits effortlessly into your apps, websites, and workflow",https://github.com/meilisearch/meilisearch,Rust,41799,153,2018-04-23T11:45:28Z,2024-02-18T17:42:07Z,58422,True,17,"benchmarks-manual.yml, benchmarks-pr.yml, benchmarks-push-indexing.yml, benchmarks-push-search-geo.yml, benchmarks-push-search-songs.yml, benchmarks-push-search-wiki.yml, dependency-issue.yml, flaky-tests.yml, fuzzer-indexing.yml, latest-git-tag.yml, milestone-workflow.yml, publish-apt-brew-pkg.yml, publish-binaries.yml, publish-docker-images.yml, sdks-tests.yml, test-suite.yml, update-cargo-toml-version.yml"
firstcontributions,firstcontributions/first-contributions,🚀✨ Help beginners to contribute to open source projects,https://github.com/firstcontributions/first-contributions,Unknown,41389,204,2016-09-20T14:35:09Z,2024-02-18T18:26:09Z,37410,True,1,auto-pr-merge.yml
pandas-dev,pandas-dev/pandas,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",https://github.com/pandas-dev/pandas,Python,41241,3655,2010-08-24T01:37:33Z,2024-02-18T17:26:07Z,350977,True,12,"broken-linkcheck.yml, cache-cleanup-weekly.yml, cache-cleanup.yml, code-checks.yml, codeql.yml, comment-commands.yml, deprecation-tracking-bot.yml, docbuild-and-upload.yml, package-checks.yml, stale-pr.yml, unit-tests.yml, wheels.yml"
rust-unofficial,rust-unofficial/awesome-rust,A curated list of Rust code and resources.,https://github.com/rust-unofficial/awesome-rust,Rust,41150,13,2014-07-17T10:45:10Z,2024-02-18T16:22:47Z,6390,True,3,"approve.yml, lint.yml, rust.yml"
isocpp,isocpp/CppCoreGuidelines,"The C++ Core Guidelines are a set of tried-and-true guidelines, rules, and best practices about coding in C++",https://github.com/isocpp/CppCoreGuidelines,Python,41056,247,2015-08-19T20:22:52Z,2024-02-18T14:17:35Z,27250,True,1,build.yml
poteto,poteto/hiring-without-whiteboards,⭐️  Companies that don't have a broken hiring process,https://github.com/poteto/hiring-without-whiteboards,JavaScript,40940,9,2017-03-15T05:09:01Z,2024-02-18T18:19:18Z,3489,True,1,node.js.yml
laurent22,laurent22/joplin,"Joplin - the secure note taking and to-do app with synchronisation capabilities for Windows, macOS, Linux, Android and iOS.",https://github.com/laurent22/joplin,TypeScript,40785,381,2017-01-16T21:49:41Z,2024-02-18T18:06:37Z,414241,True,7,"build-android.yml, build-macos-m1.yml, check-pr-title.yml, cla.yml, close-stale-issues.yml, comment-on-failure.yml, github-actions-main.yml"
nocodb,nocodb/nocodb,🔥 🔥 🔥 Open Source Airtable Alternative,https://github.com/nocodb/nocodb,TypeScript,40737,505,2017-10-29T18:51:48Z,2024-02-18T18:27:53Z,1166654,True,30,"ci-cd.yml, cleanup-caches-by-branch.yml, dco-check.yml, dispatch-oss.yml, docker-readme-publish.yml, on-event-issue-closed.yml, playwright-test-workflow.yml, pr-to-master.yml, pre-build-for-playwright.yml, publish-api-docs.yml, publish-blog.yml, publish-dev-docs.yml, publish-docs-index-typesense.yml, publish-docs.yml, publish-noco-i18n.yml, publish-prev-docs.yml, release-close-issue.yml, release-docker.yml, release-draft.yml, release-executables.yml, release-nightly-dev.yml, release-nocodb.yml, release-npm.yml, release-pr.yml, release-previous-docker.yml, release-timely-executables.yml, sync-to-develop.yml, uffizzi-preview.yml, unit-test.yml, update-sdk-path.yml"
go-gitea,go-gitea/gitea,"Git with a cup of tea! Painless self-hosted all-in-one software development service, including Git hosting, code review, team collaboration, package registry and CI/CD",https://github.com/go-gitea/gitea,Go,40726,2625,2016-11-01T02:13:26Z,2024-02-18T18:32:32Z,279473,True,13,"cron-licenses.yml, cron-lock.yml, cron-translations.yml, disk-clean.yml, files-changed.yml, pull-compliance.yml, pull-db-tests.yml, pull-docker-dryrun.yml, pull-e2e-tests.yml, pull-labeler.yml, release-nightly.yml, release-tag-rc.yml, release-tag-version.yml"
bailicangdu,bailicangdu/vue2-elm,Large single page application with 45 pages built on vue2 + vuex. 基于 vue2 + vuex 构建一个具有 45 个页面的大型单页面应用,https://github.com/bailicangdu/vue2-elm,Vue,40644,113,2016-12-23T01:49:20Z,2024-02-18T07:06:08Z,34429,True,1,close_inactive_issue.yml
hashicorp,hashicorp/terraform,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is a source-available tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.",https://github.com/hashicorp/terraform,Go,40592,1949,2014-03-13T22:25:48Z,2024-02-18T15:57:24Z,306442,True,9,"build-terraform-cli.yml, build.yml, checks.yml, crt-hook-equivalence-tests.yml, issue-comment-created.yml, lock.yml, main.yml, manual-equivalence-tests.yml, merged-pr.yml"
huginn,huginn/huginn,Create agents that monitor and act on your behalf.  Your agents are standing by!,https://github.com/huginn/huginn,Ruby,40559,703,2013-03-10T06:00:31Z,2024-02-18T16:10:03Z,8336,True,1,ci.yml
Alamofire,Alamofire/Alamofire,Elegant HTTP Networking in Swift,https://github.com/Alamofire/Alamofire,Swift,40356,38,2014-07-31T05:56:19Z,2024-02-18T13:02:58Z,34064,True,1,ci.yml
Unitech,Unitech/pm2,Node.js Production Process Manager with a built-in Load Balancer.,https://github.com/Unitech/pm2,JavaScript,40298,888,2013-05-21T03:25:25Z,2024-02-18T14:23:27Z,13201,True,1,node.js.yml
grpc,grpc/grpc,"The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",https://github.com/grpc/grpc,C++,40229,865,2014-12-08T18:58:53Z,2024-02-18T13:13:50Z,500938,False,2,"pr-auto-fix.yaml, pr-auto-tag.yaml"
styled-components,styled-components/styled-components,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress 💅,https://github.com/styled-components/styled-components,TypeScript,39907,232,2016-08-16T06:41:32Z,2024-02-18T12:26:31Z,34883,True,2,"codeql-analysis.yml, test.yml"
discourse,discourse/discourse,"A platform for community discussion. Free, open, simple.",https://github.com/discourse/discourse,Ruby,39809,55,2013-01-12T00:25:55Z,2024-02-18T18:22:57Z,612345,True,8,"ember-version-enforcement.yml, ember-version-lockfiles.yml, labeler.yml, licenses.yml, linting.yml, migration-tests.yml, stale-pr-closer.yml, tests.yml"
apache,apache/dubbo,The java implementation of Apache Dubbo. An RPC and microservice framework.,https://github.com/apache/dubbo,Java,39806,961,2012-06-19T07:56:02Z,2024-02-18T14:18:25Z,54067,True,5,"build-and-test-pr.yml, build-and-test-scheduled-3.1.yml, build-and-test-scheduled-3.2.yml, build-and-test-scheduled-3.3.yml, release-test.yml"
streamich,streamich/react-use,React Hooks — 👍,https://github.com/streamich/react-use,TypeScript,39661,574,2018-10-27T10:16:05Z,2024-02-18T17:22:03Z,79861,True,1,check-codebase.yml
GitSquared,GitSquared/edex-ui,"A cross-platform, customizable science fiction terminal emulator with advanced monitoring & touchscreen support.",https://github.com/GitSquared/edex-ui,JavaScript,39536,6,2017-01-28T09:35:02Z,2024-02-18T18:21:46Z,31579,True,2,"build-binaries.yaml, codeql-analysis.yml"
brillout,brillout/awesome-react-components,Curated List of React Components & Libraries.,https://github.com/brillout/awesome-react-components,Unknown,39508,5,2016-06-24T15:19:33Z,2024-02-18T18:17:32Z,994,True,1,update-table-of-contents.yml
Leaflet,Leaflet/Leaflet,🍃 JavaScript library for mobile-friendly interactive maps 🇺🇦,https://github.com/Leaflet/Leaflet,JavaScript,39476,532,2010-09-22T16:57:44Z,2024-02-18T17:17:30Z,57990,False,1,main.yml
nlohmann,nlohmann/json,JSON for Modern C++,https://github.com/nlohmann/json,C++,39143,116,2013-07-04T08:47:49Z,2024-02-18T16:48:09Z,186797,True,9,"check_amalgamation.yml, cifuzz.yml, codeql-analysis.yml, comment_check_amalgamation.yml, labeler.yml, macos.yml, publish_documentation.yml, ubuntu.yml, windows.yml"
faif,faif/python-patterns,A collection of design patterns/idioms in Python,https://github.com/faif/python-patterns,Python,39051,13,2012-06-06T21:02:35Z,2024-02-18T17:35:04Z,3777,True,1,lint_python.yml
vuetifyjs,vuetifyjs/vuetify,🐉 Vue Component Framework,https://github.com/vuetifyjs/vuetify,TypeScript,38731,859,2016-09-12T00:39:35Z,2024-02-18T14:44:43Z,88191,True,7,"ci.yml, close-issue.yml, crowdin-uploads.yml, nightly-pr.yml, nightly-schedule.yml, stale.yml, triage.yml"
serhii-londar,serhii-londar/open-source-mac-os-apps,🚀 Awesome list of open source applications for macOS. https://t.me/s/opensourcemacosapps,https://github.com/serhii-londar/open-source-mac-os-apps,Unknown,38692,95,2017-11-03T02:35:33Z,2024-02-18T17:04:16Z,5530,True,2,"main.yml, pr.yml"
Homebrew,Homebrew/brew,🍺 The missing package manager for macOS (or Linux),https://github.com/Homebrew/brew,Ruby,38617,47,2016-03-06T05:08:38Z,2024-02-18T18:12:00Z,75754,True,15,"actionlint.yml, autogenerated-files.yml, codeql-analysis.yml, docker.yml, docs.yml, doctor.yml, pkg-installer.yml, sorbet.yml, spdx.yml, sponsors-maintainers-man-completions.yml, tests.yml, triage-issues.yml, triage.yml, vendor-gems.yml, vendor-version.yml"
fastlane,fastlane/fastlane,🚀 The easiest way to automate building and releasing your iOS and Android apps,https://github.com/fastlane/fastlane,Ruby,38419,586,2014-12-02T17:00:38Z,2024-02-18T02:55:00Z,81233,True,6,"announce_release.yml, deploy_to_rubygems.yml, issues.yml, lock.yml, pull_request_labeler.yml, tags.yml"
quilljs,quilljs/quill,Quill is a modern WYSIWYG editor built for compatibility and extensibility.,https://github.com/quilljs/quill,TypeScript,38332,1080,2012-07-30T23:23:18Z,2024-02-18T16:44:00Z,18090,True,4,"_test.yml, main.yml, pull-request.yml, release.yml"
RocketChat,RocketChat/Rocket.Chat,The communications platform that puts data protection first.,https://github.com/RocketChat/Rocket.Chat,TypeScript,38312,3129,2015-05-19T07:36:09Z,2024-02-18T16:41:01Z,841936,True,11,"ci-code-check.yml, ci-test-e2e.yml, ci-test-unit.yml, ci.yml, codeql-analysis.yml, new-release.yml, pr-title-checker.yml, pr-update-description.yml, publish-release.yml, stale.yml, vulnerabilities-jira-integration.yml"
dkhamsing,dkhamsing/open-source-ios-apps,:iphone: Collaborative List of Open-Source iOS Apps,https://github.com/dkhamsing/open-source-ios-apps,Unknown,38283,7,2015-01-26T23:32:34Z,2024-02-18T16:55:27Z,25514,True,1,ruby.yml
skylot,skylot/jadx,Dex to Java decompiler,https://github.com/skylot/jadx,Java,38144,359,2013-03-18T17:08:21Z,2024-02-18T17:51:33Z,22141,True,4,"build-artifacts.yml, build-test.yml, codeql-analysis.yml, gradle-wrapper-validation.yml"
hexojs,hexojs/hexo,"A fast, simple & powerful blog framework, powered by Node.js.",https://github.com/hexojs/hexo,JavaScript,38121,92,2012-09-23T15:17:08Z,2024-02-18T17:44:41Z,5666,True,4,"benchmark.yml, commenter.yml, linter.yml, tester.yml"
nolimits4web,nolimits4web/swiper,Most modern mobile touch slider with hardware accelerated transitions,https://github.com/nolimits4web/swiper,JavaScript,38004,79,2012-03-14T19:11:45Z,2024-02-18T17:32:35Z,78977,True,5,"build.yml, formatting.yml, issue-close-require.yml, issue-labeled.yml, lint.yml"
apache,apache/spark,Apache Spark - A unified analytics engine for large-scale data processing,https://github.com/apache/spark,Scala,37834,204,2014-02-25T08:00:08Z,2024-02-18T14:29:07Z,436006,True,21,"benchmark.yml, build_and_test.yml, build_ansi.yml, build_branch34.yml, build_branch35.yml, build_coverage.yml, build_infra_images_cache.yml, build_java21.yml, build_main.yml, build_maven.yml, build_maven_java21.yml, build_python.yml, build_rockdb_as_ui_backend.yml, cancel_duplicate_workflow_runs.yml, labeler.yml, maven_test.yml, notify_test_workflow.yml, publish_snapshot.yml, stale.yml, test_report.yml, update_build_status.yml"
jgraph,jgraph/drawio,"draw.io is a JavaScript, client-side editor for general diagramming.",https://github.com/jgraph/drawio,JavaScript,37786,422,2016-09-06T12:59:15Z,2024-02-18T13:14:28Z,1462899,True,2,"codeql-analysis.yml, war.yml"
microsoft,microsoft/monaco-editor,A browser based code editor,https://github.com/microsoft/monaco-editor,JavaScript,37428,407,2016-06-07T16:56:31Z,2024-02-18T18:25:58Z,133939,True,4,"ci.yml, info-needed-closer.yml, locker.yml, website.yml"
chubin,chubin/cheat.sh,the only cheat sheet you need,https://github.com/chubin/cheat.sh,Python,37048,130,2017-05-07T21:40:56Z,2024-02-18T15:14:33Z,4558,True,1,tests-ubuntu.yml
Kong,Kong/kong,🦍 The Cloud-Native API Gateway and AI Gateway.,https://github.com/Kong/kong,Lua,36992,118,2014-11-17T23:56:08Z,2024-02-18T16:52:07Z,43504,True,22,"auto-assignee.yml, autodocs.yml, backport-fail-bot.yml, backport.yml, build.yml, build_and_test.yml, buildifier.yml, changelog-requirement.yml, changelog-validation.yml, cherry-picks.yml, community-stale.yml, label-check.yml, label-community-pr.yml, label-schema.yml, labeler.yml, openresty-patches-companion.yml, perf.yml, release-and-tests-fail-bot.yml, release.yml, update-ngx-wasm-module.yml, update-test-runtime-statistics.yml, upgrade-tests.yml"
videojs,videojs/video.js,Video.js - open source HTML5 video player,https://github.com/videojs/video.js,JavaScript,36883,502,2010-05-14T18:45:10Z,2024-02-18T15:12:16Z,126868,False,3,"ci.yml, lock.yml, release.yml"
php,php/php-src,The PHP Interpreter,https://github.com/php/php-src,C,36880,869,2011-06-16T01:52:25Z,2024-02-18T16:43:13Z,537450,True,8,"close-needs-feedback.yml, close-stale-feature-requests.yml, close-stale-prs.yml, docs.yml, labeler.yml, nightly.yml, push.yml, remove-needs-feedback.yml"
evanw,evanw/esbuild,An extremely fast bundler for the web,https://github.com/evanw/esbuild,Go,36821,401,2016-06-14T16:08:50Z,2024-02-18T13:03:20Z,17087,True,4,"ci.yml, e2e.yml, release.yml, validate.yml"
psf,psf/black,The uncompromising Python code formatter,https://github.com/psf/black,Python,36722,375,2018-03-14T19:54:45Z,2024-02-18T17:24:35Z,6705,True,11,"changelog.yml, diff_shades.yml, diff_shades_comment.yml, doc.yml, docker.yml, fuzz.yml, lint.yml, pypi_upload.yml, release_tests.yml, test.yml, upload_binary.yml"
tabler,tabler/tabler,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap,https://github.com/tabler/tabler,HTML,36500,67,2018-02-01T09:08:59Z,2024-02-18T17:55:04Z,293840,True,7,"add_to_project.yml, bundlewatch.yml, calibreapp-image-actions.yml, close_inactive.yml, lockfiles.yaml, release.yml, test.yml"
wg,wg/wrk,Modern HTTP benchmarking tool,https://github.com/wg/wrk,C,36339,193,2012-03-20T11:12:28Z,2024-02-18T17:35:58Z,38743,True,1,build.yml
getsentry,getsentry/sentry,Developer-first error tracking and performance monitoring,https://github.com/getsentry/sentry,Python,36312,2077,2010-08-30T22:06:41Z,2024-02-18T17:33:56Z,448039,True,29,"acceptance.yml, backend.yml, bump-sentry-in-getsentry.yml, bump-version.yml, codecov_ats.yml, codecov_carryforward_reports.yml, codecov_per_test_coverage.yml, codeql.yml, dependency-review.yml, development-environment.yml, enforce-license-compliance.yml, fast-revert.yml, frontend.yml, getsentry-dispatch.yml, jest-balance.yml, label-pullrequest.yml, lock.yml, meta-deploys-detect-change-type.yml, migrations.yml, openapi-diff.yml, openapi.yml, pre-commit.yml, publish-dockerhub.yml, react-to-product-owners-yml-changes.yml, release.yml, self-hosted.yml, sentry-pull-request-bot.yml, shuffle-tests.yml, sync-labels.yml"
dbeaver,dbeaver/dbeaver,Free universal database tool and SQL client,https://github.com/dbeaver/dbeaver,Java,36033,1961,2015-10-21T08:26:28Z,2024-02-18T17:13:53Z,175185,True,2,"commit-msgs-validator.yml, reused-commit-msgs-validator.yml"
